scope,file,pid,field,rule,severity,value,expected,detail,reconciliation_status
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,single_region,single_region_invalid,ERROR,TRUE [logical],single_region; multiple_region,,resolved_by_normalization
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,uses_original_dataset,uses_original_dataset_invalid,ERROR,TRUE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,remaining_manual_review
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582013000100006.json,S0011-52582013000100006,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,TRUE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,"Analyze the evolution of the World Bank's political agenda from 1989 to 2014, arguing it was recycled, expanded, and diversified beyond the Washington Consensus through incorpor... [character]",Describe; Predict; Explain,,remaining_manual_review
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,single_country_study,single_country_study_invalid,ERROR,FALSE [logical],single_country; multiple_countries,,remaining_manual_review
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,uses_original_dataset,uses_original_dataset_invalid,ERROR,FALSE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582015000200461.json,S0011-52582015000200461,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,FALSE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,"Reconstruct the political dilemma faced by Sergio Buarque de Holanda in the first edition of Raízes do Brasil (1936), analyzing his intellectual dialogues with Oliveira Vianna a... [character]",Describe; Predict; Explain,,remaining_manual_review
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,single_country_study,single_country_study_invalid,ERROR,TRUE [logical],single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,uses_original_dataset,uses_original_dataset_invalid,ERROR,FALSE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582015000401131.json,S0011-52582015000401131,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,FALSE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,error_in_raw_text,missing_field,ERROR,error_in_raw_text,No Error; Missing/Corrupt; Title/Text Mismatch,,remaining_manual_review
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,is_empirical_quant_paper,missing_field,ERROR,is_empirical_quant_paper,true/false/null,,remaining_manual_review
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,general_goal_of_analysis,missing_field,ERROR,general_goal_of_analysis,Describe; Predict; Explain,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,single_country_study,missing_field,ERROR,single_country_study,single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,single_region,missing_field,ERROR,single_region,single_region; multiple_region,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,countries_of_focus,missing_field,ERROR,countries_of_focus,string/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,paper_uses_survey_data,missing_field,ERROR,paper_uses_survey_data,no_survey_data; runs_original_survey; uses_public_available_survey,,remaining_manual_review
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,uses_original_dataset,missing_field,ERROR,uses_original_dataset,original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,seeks_determinants,missing_field,ERROR,seeks_determinants,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,main_causal_research_design,missing_field,ERROR,main_causal_research_design,Field Experiment; Survey Experiment; Lab Experiment; Diff-in-Diff; Instrumental Variable; Regression Discontinuity Design; Regression Kink Design; Synthetic Control; Matching/Weighting/Balancing; Kitchen Sink Linear Model; Multiple Designs; Other,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,other_research_design,missing_field,ERROR,other_research_design,string/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,instrumental_variable_instrument,missing_field,ERROR,instrumental_variable_instrument,string/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,placebo_test,missing_field,ERROR,placebo_test,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,independent_variables,missing_field,ERROR,independent_variables,array/object or null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,dependent_variables,missing_field,ERROR,dependent_variables,array/object or null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,main_variable_relationship,missing_field,ERROR,main_variable_relationship,array/object or null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,makes_explicit_causal_claim,missing_field,ERROR,makes_explicit_causal_claim,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,makes_implicit_causal_claim,missing_field,ERROR,makes_implicit_causal_claim,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,strong_non_causal_causal_qualification,missing_field,ERROR,strong_non_causal_causal_qualification,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,sample_size,missing_field,ERROR,sample_size,integer/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,sample_size_quote,missing_field,ERROR,sample_size_quote,string/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,claims_any_statistically_significant_results,missing_field,ERROR,claims_any_statistically_significant_results,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,references_power_analysis,missing_field,ERROR,references_power_analysis,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,clearly_defined_explanatory_variable,missing_field,ERROR,clearly_defined_explanatory_variable,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,clear_causal_quantity_of_interest,missing_field,ERROR,clear_causal_quantity_of_interest,ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,specifies_estimate_equations,missing_field,ERROR,specifies_estimate_equations,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,discusses_threats_to_causality,missing_field,ERROR,discusses_threats_to_causality,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,statement_of_identification_assumptions_quote,missing_field,ERROR,statement_of_identification_assumptions_quote,string/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,statement_of_identification_assumptions,missing_field,ERROR,statement_of_identification_assumptions,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,effort_to_explore_mechanisms,missing_field,ERROR,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,mentions_pre_registered_design_and_analysis_plan,missing_field,ERROR,mentions_pre_registered_design_and_analysis_plan,true/false/null,,resolved_by_normalization
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,evidence_type,missing_field,ERROR,evidence_type,quantitative; qualitative; mixed; theoretical-normative,,remaining_manual_review
classification_json,S0011-52582017000200395.json,S0011-52582017000200395,method_status,missing_field,ERROR,method_status,explicit; essayistic,,remaining_manual_review
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,Demonstrate how Brazilian labor market regulation depended on social insurance benefits and how state elites used these benefits as institutional induction strategy to strengthe... [character],Describe; Predict; Explain,,remaining_manual_review
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,single_country_study,single_country_study_invalid,ERROR,TRUE [logical],single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,single_region,single_region_invalid,ERROR,FALSE [logical],single_region; multiple_region,,remaining_manual_review
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,uses_original_dataset,uses_original_dataset_invalid,ERROR,FALSE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582018000200463.json,S0011-52582018000200463,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,TRUE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,"Critical commentary proposing an interdisciplinary, structural, and intersectional approach to analyzing users/beneficiaries of state public policies [character]",Describe; Predict; Explain,,remaining_manual_review
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,single_country_study,single_country_study_invalid,ERROR,TRUE [logical],single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,uses_original_dataset,uses_original_dataset_invalid,ERROR,FALSE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,FALSE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,evidence_type,evidence_type_invalid,ERROR,theoretical/normative [character],quantitative; qualitative; mixed; theoretical-normative,,resolved_by_normalization
classification_json,S0011-52582022000100401.json,S0011-52582022000100401,method_status,method_status_invalid,ERROR,not applicable [character],explicit; essayistic,,remaining_manual_review
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,descriptive [character],Describe; Predict; Explain,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,single_country_study,single_country_study_invalid,ERROR,TRUE [logical],single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,uses_original_dataset,uses_original_dataset_invalid,ERROR,TRUE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,remaining_manual_review
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,main_variable_relationship,main_variable_relationship_not_array_or_null,ERROR,The effect of government preferences and councils' institutional resilience (design strength and policy community insertion) on the deinstitutionalization of participatory counc... [character],array/object or null,,remaining_manual_review
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,TRUE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,evidence_type,evidence_type_invalid,ERROR,observational [character],quantitative; qualitative; mixed; theoretical-normative,,remaining_manual_review
classification_json,S0011-52582024000400209.json,S0011-52582024000400209,method_status,method_status_invalid,ERROR,qualitative [character],explicit; essayistic,,remaining_manual_review
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,"Examine the trajectory and thought of the young Claude Lefort, arguing that continuities between his early Marxist/autonomist period (1940s-1950s) and his later democratic theor... [character]",Describe; Predict; Explain,,remaining_manual_review
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,single_country_study,single_country_study_invalid,ERROR,TRUE [logical],single_country; multiple_countries,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,single_region,single_region_invalid,ERROR,FALSE [logical],single_region; multiple_region,,remaining_manual_review
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,countries_of_focus,countries_of_focus_invalid_string,ERROR,<LIST> [list],string/null,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,paper_uses_survey_data,paper_uses_survey_data_invalid,ERROR,FALSE [logical],no_survey_data; runs_original_survey; uses_public_available_survey,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,uses_original_dataset,uses_original_dataset_invalid,ERROR,FALSE [logical],original_survey; field_experiment; field_study; structure_systematize; procure_original_data; other_original_data; not_original,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,clear_causal_quantity_of_interest,clear_causal_quantity_of_interest_invalid,ERROR,FALSE [logical],ATE; ATT; ATC; LATE; CATE; ITT; FALSE,,resolved_by_normalization
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,effort_to_explore_mechanisms,effort_to_explore_mechanisms_invalid,ERROR,FALSE [logical],No Mention of Mechanisms/Channels; Mechanisms/Channels Mentioned But Not Explored; Mechanisms/Channels Mentioned With Substantial Exploration,,remaining_manual_review
classification_json,S0011-52582025000400220.json,S0011-52582025000400220,method_status,method_status_invalid,ERROR,qualitative_only [character],explicit; essayistic,,remaining_manual_review
classification_json,S0011-52582025000400228.json,S0011-52582025000400228,error_in_raw_text,error_in_raw_text_invalid,ERROR,FALSE [logical],No Error; Missing/Corrupt; Title/Text Mismatch,,resolved_by_normalization
classification_json,S0011-52582025000400228.json,S0011-52582025000400228,general_goal_of_analysis,general_goal_of_analysis_invalid,ERROR,"To investigate whether Father Jose Maria Ibiapina was affiliated with ultramontane orientations, challenging Liberation Theology interpretations that cast him as a precursor of ... [character]",Describe; Predict; Explain,,remaining_manual_review
